id,SalePrice
2678,111127.9184445995
171,92125.04836904563
2401,410778.07908843516
805,221313.6763372208
2259,202259.85552302471
1748,180433.16689069069
1361,135896.64716865154
1677,116068.86368956888
1406,145475.35967282864
2322,249001.3479235784
688,149770.21868481988
143,145975.59662009575
804,199479.6592960138
1214,209278.91811803516
2828,143300.09719165217
1999,146571.09530497424
2467,205591.63755598734
2665,149009.57158979803
1538,305172.1144536312
398,123307.95824917765
2822,141180.93375702927
2157,134199.6556799899
1856,197518.20651745412
1269,89148.83555647674
2570,118013.33808797094
2320,234149.9223807486
1517,145382.25321006178
2304,124538.87565234254
1312,93405.67405280304
2012,131325.7478812177
506,243305.40209412054
2865,216656.53871623555
2367,98482.27768036247
554,85788.35388623335
238,136432.25280952663
1954,109306.2704484839
2488,111563.54369048728
2291,62156.04509347641
1969,109346.13767913943
2725,168355.6179031551
1482,138197.21299317316
2763,193002.92073071992
503,256319.59656163788
1584,252089.89193099528
1531,139729.56869555934
2210,179184.35368483947
459,333510.3988631058
556,128892.80612034793
1347,130946.7817061143
1290,61460.32993783352
1388,96825.9184626903
1571,234280.11663813103
2754,199010.51872337452
765,136440.11513129392
2494,129200.6025715883
2870,246917.25516223718
7,211303.58646873725
1114,250571.48612138344
2418,267445.12533756095
291,149679.5362101805
18,344845.2078025405
39,371179.08616954455
1001,247766.84164444564
2442,219146.3965094106
616,111438.46027265975
2680,85233.25696449779
1414,124607.420547369
289,153528.693623831
40,254146.44043916062
860,128389.34865333658
409,130147.89552054428
673,159182.1143615413
2427,177589.72640964924
2036,210092.94902059238
2564,143973.985825302
642,143200.41220489235
1008,178644.00829764406
1908,142772.34923849202
2519,205365.05649251206
1369,95915.97713787569
2855,173098.69704901072
712,101426.32097970377
1943,124944.0354578887
1958,118313.00232757584
107,159866.26419851507
2295,182538.6742049792
704,110842.1174680694
676,130996.81169918756
259,182860.29234044167
93,283935.7649089176
106,245015.82967986865
2315,180043.63598523912
1050,102059.61324926653
1095,204638.45700029726
2709,151076.1795911366
758,126785.35168682321
1496,151158.2586634346
2370,124370.45453246578
2458,287110.87232868595
2733,138379.04817478248
161,222105.20477302777
726,145475.34605314827
845,203916.66777748708
947,253717.81895305243
2232,119159.87028091581
2563,145595.95444996076
2299,148515.89456030237
211,68932.3370995558
605,149606.2655646162
1478,213096.52330710023
2247,269858.1067309456
2274,204492.4972376514
2869,215866.07756653917
967,207690.77433520433
2656,140541.2034308739
667,178819.84434708016
1042,105652.78772577595
2023,157424.77715403764
2447,373210.0034001106
2055,128579.10084196652
2275,286820.1455932479
2204,174780.6249854925
1563,278215.1162661677
483,207862.75339599547
796,123394.9810235274
1526,164488.56325537158
2042,122368.16560897455
442,349342.621975436
1693,323546.44553447515
1468,215393.3009150825
1430,194838.0439953285
2605,131638.00954306376
1529,210415.97049648158
335,147619.6595640543
1287,119840.96482821429
31,95062.51079464288
1785,319762.5738302156
82,159882.42289177023
2620,119880.33571783276
252,181299.51398385307
721,30276.6449629032
2165,186851.05991880147
2316,188325.93434967467
775,135570.37211159169
1558,97501.65087485894
17,223893.2769701471
1022,216228.87219413384
925,129672.290774656
438,272616.3510787833
1270,126008.883127852
1272,137692.81458202525
215,118094.89505999154
266,220031.49218805355
2402,285038.9810812869
1250,130112.15138960484
1984,121589.95831600018
1279,148762.16751163665
377,235317.8801607096
1252,100440.09673548433
2156,257735.93933253776
499,309204.47832625965
1374,134602.76496352608
2898,238325.07599121978
401,117870.1241874349
2721,128074.47993307319
2078,218174.96280866134
2589,131247.70202174768
1946,220132.92323922995
1334,111511.81041644132
2781,214254.27507339956
431,372748.58530177723
576,195869.7554434127
1474,205806.45965219368
2254,148094.29085541834
2155,277090.0130123573
885,101674.43215844901
643,136066.39612578912
1944,135498.1170293456
480,192426.7416395926
2845,102269.65670589315
2387,310571.6271156197
2407,202479.6390240968
2527,169720.34383688713
2514,143235.2050981779
629,138854.0639337338
80,209958.7920326466
1876,146233.02232827252
1546,120446.12332913929
2518,171966.00826846148
2347,157691.8104398229
783,245831.18771934987
1322,82556.16191206183
194,81289.34588549774
1770,282772.24515172915
2143,165841.78959154393
1229,215149.2102089082
511,274962.0201191206
46,219003.02260272778
1348,146284.07371140269
2465,202433.04635877805
387,240483.46995597577
873,213751.82861588587
1918,120310.41526448744
2764,237682.2945277112
2184,123887.95761387795
934,124136.33252390119
1920,132106.0617762114
2631,146668.26495523422
1768,525706.491412692
2040,126616.54357217034
1749,210111.29784044845
834,243495.42753777857
1457,221706.2359356298
79,101719.70316585356
2302,131491.94286360574
1817,150605.0082632257
2755,225475.3302124141
359,175345.48837776712
2059,105658.85327054308
2092,225297.89641816818
2516,226659.6339552953
150,122378.46586413182
1656,102432.37176048008
83,106056.93864201418
2411,187176.16929374088
795,71054.32883626757
2312,214670.0117876738
2917,100798.22031639548
1624,173969.14586300738
2215,285683.8426180573
1211,146645.45506860156
1485,151974.84043050613
1024,175277.4169683129
570,187228.91124298764
2874,139025.21650308772
700,137062.2812339517
2756,207191.44222995182
2022,179005.4317465248
583,230681.55191206373
2392,372799.552515005
2424,172225.89468348012
212,117166.91589415261
736,131775.0809130168
1610,167245.160575509
890,118160.930746675
467,180941.39260469592
578,209624.0527527364
1747,196160.96290976228
1149,150153.65294663684
2758,247646.6047426816
857,142538.76255365528
2219,244133.0843310931
733,92740.9988353555
2909,104572.80127206104
1798,254406.92747158057
235,150627.78725398227
2366,126711.79792669315
1027,141699.02387360844
1195,139434.36393636352
1303,53701.583153775995
148,175550.57630057167
608,162076.39271028843
2515,196933.2408196433
821,277315.0763356585
2500,268373.60073183186
745,107917.53378203206
741,132539.81309848244
1611,113366.73187337874
2532,134972.4516274991
1081,222051.13672026864
1692,411206.2509902633
2520,181682.14530143118
276,125437.56126303048
1992,124988.9215725183
663,65500.778651935805
418,111961.2634385005
1733,197061.79932065486
2359,152324.9026806003
253,181550.1414953726
1518,176365.95389738935
2035,130934.11338322496
2919,73552.02948747225
1540,248742.94276342302
2120,155888.70864891174
1674,161970.62375813935
256,153571.8539413917
2361,104222.04437353679
978,61998.60874038622
2280,146976.25274153624
2095,217499.42943667117
1709,319833.8445802899
2801,240576.7710255427
1246,107727.18873384275
2373,92079.71357439522
1055,295049.5546123694
2017,126223.16687069155
1099,267638.3131673363
1344,74897.05320714088
835,214668.82464728295
1117,228733.77707692594
2043,88140.93467330284
2085,124535.36630675424
410,140691.6572279472
2650,111629.22415865425
2867,181434.21806717844
1668,118458.7541380453
1161,158778.1086501915
2122,178555.00611974692
2539,157191.9018118691
1047,133618.28165625082
1445,131070.50287351335
541,129536.23364720112
569,206640.06164099136
1276,107234.84529852122
918,154759.28307721627
326,174616.61800126085
1936,131004.93433671867
895,97968.50761214102
257,168519.79807344818
1241,175620.70063008938
1545,116949.94606257217
1189,179382.1550165936
270,133479.85066435457
2066,177610.02137316827
693,108283.71144177351
1259,143977.53465944246
2916,149955.10880438532
2321,266975.63386915467
1977,93606.04046944316
1895,140169.15233077147
1240,165280.52240280807
85,157845.19954221867
1823,134227.45447527958
825,287178.11880424124
110,224944.59159691987
697,121702.10484568925
2297,119234.36052362891
1231,136358.7380172612
1355,137038.00929146848
968,341339.3405404699
584,217669.50237867277
1315,127954.07076332264
1606,151796.22711840546
206,113367.13410387641
1685,364367.90295265114
2016,139183.55952480546
869,203364.6505881023
2135,130130.24276958127
2346,183465.38257528958
2430,221020.8001999511
2198,98563.05907923935
2652,122928.65834712538
27,122328.30291608136
241,161605.49218358958
906,124968.33419263348
1506,126196.71839316444
2098,343606.7742701857
1435,220032.6188847494
2213,145374.4716198997
1274,126314.01977162974
743,22230.626465157227
1737,198019.33053087632
2797,269555.2730514882
2185,47954.31699061346
58,169539.8868727888
830,196360.84610213042
808,109697.08052284553
680,147528.66669369323
1153,102620.18021158235
1291,122183.28843677626
1818,135065.51337095944
2161,187723.0217895577
1883,111142.25961377416
350,310242.562174357
2473,144406.35056441394
295,191605.2306243718
293,172058.47569232446
859,126440.84406043896
288,68515.73444311286
1578,152573.7205251207
102,178658.33399100308
2831,119170.97787303492
1030,162428.7303522433
2551,151768.51897206978
1286,155640.28022551938
958,324791.9713105301
776,132667.39587186073
72,247764.01182734995
2263,252142.55114355937
1866,155872.05148027223
2876,67415.21460703075
2146,243259.41071419773
103,164503.81919926705
1500,129308.93857144265
492,183221.62083855498
167,151611.4869428394
2597,113196.44368326751
2685,118076.61808522404
1035,151587.46557351382
1220,67073.28173896579
2602,152683.66059974063
2159,203772.7701910346
695,140876.2756980332
1109,264968.6849119993
640,178186.7393188643
1652,147374.3137203012
2090,179303.7585611011
1188,178316.9029857593
2345,237109.68706880303
1059,387615.9001344634
2751,228523.04603148438
128,204310.25399711644
1523,175073.8612275487
2925,191081.72656251868
2145,279067.70537734235
1121,229455.44445040368
566,232122.75635043695
565,249590.93296947755
1331,139097.7287860209
2928,130435.89892248219
156,147387.0697796196
797,137091.1979842604
327,89938.64220379271
2859,146945.0451253921
1453,122353.73637470094
1762,322139.6013759965
1868,200360.59936506994
1760,179751.5069387324
1113,240127.57871673675
1812,193804.92240731575
117,158407.44905016452
1142,197370.47989649617
2342,375773.8996427085
927,158511.20680079205
2478,184994.00923356618
655,93087.55446072722
2064,118568.51561805046
369,258465.80951947893
2239,119955.03992120823
2732,212209.0922496124
1653,160280.40173357396
959,225061.98313915645
2395,338688.9959163581
1412,114626.37048059041
271,247403.6468039062
1484,139019.27201987448
1497,162496.9125010151
552,155179.78725169552
2,124105.3000963053
1855,275278.55285300233
4,260867.36310098576
2292,154001.47667693705
134,142090.8157489282
646,109548.73384835332
42,314870.2704183555
532,221991.2370931664
713,88356.11058499303
2561,138809.0529169811
2360,138567.0898789768
1333,120012.67282471208
1407,220060.7382214229
2892,276480.49069736135
574,213581.91925672835
1227,176075.69300683308
2591,223414.34977565138
1476,207026.62451696285
1125,261989.8212257031
1446,152037.84733240004
408,131047.19821434142
1101,284803.8329764003
2251,199317.89320940408
373,185703.36504235413
2554,136594.94555959053
2382,258499.07644286935
1985,82190.45279640176
519,244942.20666110818
1093,190077.99850355202
864,244806.26520498312
2889,145112.74569761765
2308,191224.35798000108
986,179258.03193942228
1302,155811.40707085855
585,162295.4353976704
2708,149366.32313851913
147,138323.02167758605
1441,217689.17473496287
383,193275.27116098918
285,142782.63870363022
181,99359.67479867775
358,201163.63732952694
780,159006.24756711646
258,193227.9216250265
1865,218255.5597054824
692,107987.38893613397
2902,317165.859000589
508,251981.6792867938
2638,151471.78773277614
36,143172.35261255718
611,161687.31828107126
2281,158865.8494622068
1678,127034.58657367248
1696,422933.03603127424
1557,61225.83801273075
2180,166557.6523246031
1726,221938.83699424413
951,141582.17300893832
267,216570.38787075135
2706,143274.28159226442
2221,247838.95301628107
1357,161160.16420142882
2901,306226.6627678775
347,173160.5947250057
2164,188711.87681305112
1586,292520.3807503023
360,148084.81819274847
1769,253633.93710547063
2617,153727.6957862887
1879,132698.80080835684
991,218281.59225389603
1535,129886.0352521388
1191,146720.19152877026
1579,213805.25780896712
1882,144742.2574456546
1510,138509.50940598134
2196,157488.15483020665
1845,171191.49847613633
2336,362552.2519845178
942,84410.96895736526
861,132959.2248073536
2555,124841.27215793903
1392,168620.35046739707
2099,250072.68679991612
1543,111203.47366058202
948,275535.02370840195
1239,181628.4404542445
22,184493.72672926457
2796,229016.9705259541
2747,183507.65890036922
92,286041.03108926193
210,175244.38145874417
1858,195145.31641441712
2228,168802.8376861034
447,224342.54497710746
827,231616.26850727404
1649,243946.25476368354
682,131946.90960997628
2698,103400.83369547751
494,164147.9315842254
214,91756.94727059775
2441,236691.33560497864
2679,111952.60578166795
1336,118995.76409594165
465,180073.182790588
1524,147323.5463525178
2543,113563.37918542768
631,149018.66770585827
2452,304053.21450408315
228,149890.3287222172
126,169054.96628562242
1092,225968.46140262
1122,221523.33132915577
932,225186.4276897001
1980,40546.463495687174
2171,108191.999160223
551,161684.34275210102
2768,169179.51601827142
2056,106736.01903689363
1159,337432.5596751827
2645,122973.78862525438
1174,165305.9804785187
2266,205316.67360313886
2462,381586.7078075735
1219,149533.8849778609
2922,175135.19715109636
118,147205.63169834836
474,162350.22389085847
2576,146494.90140111148
872,283363.3809417569
1077,211072.468453575
1536,152625.43999320074
1150,118571.1246168633
2341,302674.3446668241
1931,164395.16351462333
2785,134968.7814771352
2538,130046.05921035851
597,204416.78421508792
464,185504.71279819123
233,263260.4184881459
2169,137739.98025606078
2123,170188.13787857347
1867,177034.3354546621
137,240735.80812366094
515,240928.22533927826
933,100185.6341451478
2784,166298.6395670591
972,167380.7041461433
599,175009.7030103422
2614,115364.16648036017
2582,150035.28632322265
1409,165566.37316827071
175,120733.02187751667
352,223545.86400962155
976,88728.33903914897
2134,191648.09061464242
984,115720.0058858211
2396,359913.75688061863
1673,128021.24560779266
404,130543.9388031241
607,167049.71239249583
814,143631.64912802202
868,189982.7614443799
2271,195516.4805457441
1633,215078.56963471154
337,177170.48148110393
2765,189124.78252741517
1746,236981.98370056023
368,295816.0533870083
2806,204653.58362451041
1662,194975.57244518813
1234,215769.95674887561
1373,127051.488027874
1672,114811.5488378886
1939,127014.55343773882
